symbol,datetime,headline,source,summary,url
GOOGL,2025-03-07 14:15:00,Nvidia: The Golden Ticket To The AI Gold Rush Seems Undervalued,SeekingAlpha,NVIDIAâs strong performance and AI sector growth make it appealing. Learn why NVDA stockâs undervaluation and potential in robotics make it a buy now.,https://finnhub.io/api/news?id=47a3102a2db1bb8b883a97cd66786e83ef85786b8b8993d28e017687a44f337d
GOOGL,2025-03-07 13:53:17,CET: This Outperforming Fund Can Complement A Portfolio Well,SeekingAlpha,Central Securities Corporation offers strong growth despite a lower yield. See why CET CEF's low expense ratio and market performance make it a top choice.,https://finnhub.io/api/news?id=b06462d6359e425a57355990f896b6e4e3223261a820b5dacdad2be7190ac428
GOOGL,2025-03-07 12:30:46,Love Tesla And Hate Ford? Defiance Has An ETF For You,DowJones,Love Tesla And Hate Ford? Defiance Has An ETF For You,https://finnhub.io/api/news?id=26462c80251c61b363451fa7dab75a3428604a99ac281587de3af9db88adb229
GOOGL,2025-03-07 11:30:00,ClearBridge Sustainability Leaders Strategy Q4 2024 Commentary,SeekingAlpha,The ClearBridge Sustainability Leaders Strategy underperformed its Russell 3000 Index benchmark in the fourth quarter. Click here to read the full commentary. ,https://finnhub.io/api/news?id=fb2e55384790705160d8b5760e9c05d28d5289a60ff0a20e24967029f1bff53d
GOOGL,2025-03-07 10:05:00,ClearBridge Global Growth Strategy Q4 2024 Commentary,SeekingAlpha,"During the fourth quarter, the ClearBridge Global Growth Strategy outperformed its MSCI ACWI benchmark. Click here to read the full commentary.",https://finnhub.io/api/news?id=59930a1a9918ccb79efd1b65488418aa3dd6328949c2ef1595ec3cf14694e035
GOOGL,2025-03-06 19:10:33,US House panel issues subpoena to Google parent Alphabet,Finnhub,"The Republican-majority U.S. House Judiciary Committee on Thursday issued a subpoena to tech giant Alphabet Inc, seeking the Google parent company's internal communications as well as those with third...",https://finnhub.io/api/news?id=f739ac264bf8e61e68732c300522863c8bc074e39c03d72a1cea9dd2a1d5a882
GOOGL,2025-03-06 18:47:00,Fidelity Fund Q4 2024 Review,SeekingAlpha,"For the three months ending December 31, 2024, the fund's Retail Class shares gained 1.53%, versus the 2.41% result of the benchmark S&P 500Â® index. Read more here.",https://finnhub.io/api/news?id=f6c7965a57a378b7c3260bdbdf6042c90eb3e91682e79297f7fef9b0c870fcc9
GOOGL,2025-03-06 16:51:00,Rigetti Earnings Reveal the Risks and Rewards of Quantum Computing,MarketWatch,Rigetti Earnings Reveal the Risks and Rewards of Quantum Computing,https://finnhub.io/api/news?id=3f85c2ebe3af2c3ba71430072caa80492daa8096258c74b341c90c3e0092b38a
GOOGL,2025-03-06 15:09:00,Fidelity Dividend Growth Fund Q4 2024 Review,SeekingAlpha,"For the fourth quarter, FidelityÂ® Dividend Growth Fund's Retail Class shares gained 1.84%, trailing the 2.41% advance of the benchmark S&P 500Â® index. Read more here.",https://finnhub.io/api/news?id=6b095024f76bcbbfc3fa70304765d117d63856d7d7f08eea3f2fa133c1611356
GOOGL,2025-03-06 14:05:41,Quantum Computing Stocks: Why David Vs. Goliath Battle Favors Tech Giants,DowJones,Quantum Computing Stocks: Why David Vs. Goliath Battle Favors Tech Giants,https://finnhub.io/api/news?id=7a76119040cdb29c22b3c28da6d4454d27d545e6f0eb3f1d8646de68df2e88c1
GOOGL,2025-03-06 05:05:53,Here Are 5 Quality Stocks Nearing Multiple Year P/E Lows,SeekingAlpha,"Read here for highlights on five stocks with strong fundamentals and are trading near P/E multiple lows like Nvidia, Amazon, Alphabet, Kinsale and Evolution.",https://finnhub.io/api/news?id=8ae5dff30bdd6846618f0380e4d05b07089226657e84ebd3fffba3812f9167e7
GOOGL,2025-03-06 00:30:00,CDT Insider Sentiment February 2025: Tariff Paralysis,SeekingAlpha,"President Trump promised a radical approach to trade policy during his campaign, and he has delivered.",https://finnhub.io/api/news?id=69ff694d689b049731aa118c0b989ab7cde04b689c493e267b2c6c81a2b3bbd8
GOOGL,2025-03-06 00:02:11,Tracking Bill Ackman's Pershing Square 13F Portfolio - Q4 2024 Update,SeekingAlpha,,https://finnhub.io/api/news?id=cfe993480b9c2b6c88656c39d4e3de9f0c175a161875d61e4347082cae125580
GOOGL,2025-03-05 18:30:00,My Top 3 Dividend-Paying Buy-And-Hold Stocks For 2025: Combining Income & Growth,SeekingAlpha,"In todayâs article, I will present you with my top three dividend-paying buy-and-hold companies for 2025, which can help you to combine income and growth.",https://finnhub.io/api/news?id=ecacb81aa1915a4b8fd838ad7f0aad6fa6443e3d2b17e5b8699d0902d58c1d95
GOOGL,2025-03-05 18:28:00,The Global Growth Engine: 2025 And Beyond,SeekingAlpha,"Going into 2025, the PGM remains strong, with the potential for other regions to start closing the gap with the United States. Click to read.",https://finnhub.io/api/news?id=a9b384deb1ae51345c2d590cb8c406263c38ddf744b4c758a3ea58e7e0daed9e
GOOGL,2025-03-05 18:03:00,What's Next For Artificial Intelligence After DeepSeek?,SeekingAlpha,AI is an ongoing story that is likely to see twists and turns in the short term. It's also likely to play a key role in future economic growth. Click to read.,https://finnhub.io/api/news?id=0a4866fe6555519b753d380f3e7d778bbf07fa9c6919ddf04a4f23456d62d61b
GOOGL,2025-03-05 13:33:46,Google reports scale of complaints about AI deepfake terrorism content to Australian regulator,Finnhub,Google has informed Australian authorities it received more than 250 complaints globally over nearly a year that its artificial intelligence software was used to make deepfake terrorism material. ...,https://finnhub.io/api/news?id=eb488fccd917a3bf8fe0b720cd5c9374fb45acf0a5d547ea5416af59887c4ffe
GOOGL,2025-03-05 13:30:07,Ellen Langer Made Mindfulness Top Of Mind,DowJones,Ellen Langer Made Mindfulness Top Of Mind,https://finnhub.io/api/news?id=5e4eb04f985fcf4df1b2534172e4096c6b0ed2dfd4d2e502360414e5d8333054
GOOGL,2025-03-05 10:46:40,Search Engines Urge EU to Investigate Google on Possible Antitrust Breaches -- Update,Finnhub,By Edith Hancock Search engines and other groups have written to European Union authorities asking them to investigate Alphabet's Google over more concerns that the company could be violating the...,https://finnhub.io/api/news?id=adc17d838d625babd958d6b4bd73c0b35ca4ae601a64181d73013fcae02cfe00
GOOGL,2025-03-05 09:59:08,Search Engines Urge EU to Investigate Google on Possible Antitrust Breaches,Finnhub,By Edith Hancock Search engines and other groups have written to European Union authorities asking them to investigate Alphabet's Google over more concerns that the company could be violating the...,https://finnhub.io/api/news?id=306e7b6daad291f51ebf6822263de5fc5e6495a5930e0c7c8799d380603d0eec
GOOGL,2025-03-05 05:23:04,"Alphabet : Webcast & transcript link for Anat Ashkenazi, Senior Vice President and Chief Financial Officer of Alphabet and Google, at the Morgan Stanley Technology, Media and Telecom Conference on March 4, 2025",Finnhub,"Transcript For a PDF version of the transcript please click here. This preliminary transcript is provided for the convenience of investors only, for a full recording...",https://finnhub.io/api/news?id=588ee8b25be084c862d53b45254bec392a75afa3305632ac2fd7f5e603a95e25
GOOGL,2025-03-04 23:55:35,Alphabet Inc. (GOOG) Morgan Stanley TMT Conference (Transcript),SeekingAlpha,"Alphabet Inc. (NASDAQ:GOOG) Morgan Stanley TMT Conference March 4, 2025 1:00 PM ETCompany ParticipantsAnat Ashkenazi - CFOConference Call ParticipantsBrian...",https://finnhub.io/api/news?id=a2724e55f99a05d6e7d6a3f1c5478ac0e9fd40d08582ea213f2f8b728ec4cc1d
GOOGL,2025-03-04 23:13:04,"Alphabet's Google urges US government to avoid breaking up firm, source says",Finnhub,"Alphabet's Google met withPresident Donald Trump's government last week and urged them toback away from a push to break up the search engine company,according to a person familiar with the matter....",https://finnhub.io/api/news?id=732ed4691391de4bb68159e929a89103dc90f727cd0264d04fbdd55a14fc9975
GOOGL,2025-03-04 23:09:40,"Google urges DOJ to reverse course on breaking up the firm, Bloomberg reports",Finnhub,"Google is urging officials at President Donald Trump's Department of Justice to back away from a push to break up the search engine company, Bloomberg News reported on Tuesday, citing people familiar...",https://finnhub.io/api/news?id=efac1c81201e277870fc0d21a9fcfce35cc640ea9eff27d4ec9fee339ba634f8
GOOGL,2025-03-04 21:35:00,"Tech Is America’s Greatest Export. In a Global Trade War, It’s Vulnerable Too.",MarketWatch,"Tech Is America’s Greatest Export. In a Global Trade War, It’s Vulnerable Too.",https://finnhub.io/api/news?id=3bc3412b30f2fba475b6c8aa1cd2eea40d9f186dd96cb202ca97f3768bdb5aeb
GOOGL,2025-03-04 19:15:55,"Nvidia: My Price Target 'Triggered', So I've Started To Buy The Dip (Upgrade)",SeekingAlpha,"This investor is bullish on this Nvidia Corporation post-pullback, leveraging PEG ratios, LLMs growth, and the growth of AI. Click to read why NVDA is a Buy.",https://finnhub.io/api/news?id=4bd45831e3388ed83d57d8b6a85b0d6a246cd7576e2ec9d22b23d3e0d63660dd
GOOGL,2025-03-04 17:10:40,Big Tech ETF deepens losses as tariff worries pressure U.S. stock market,MarketWatch,Big Tech ETF deepens losses as tariff worries pressure U.S. stock market,https://finnhub.io/api/news?id=1e341f2e48dcde6b70f15ea53183e3982c238f2d9d01fa154145e981ebf9aa00
GOOGL,2025-03-04 16:12:16,Nvidia: Correction Phase Can Last A Long Time,SeekingAlpha,Nvidia Corporation stock has failed to show a strong jump after hitting the peak in mid-2024. Read why I remain bearish on NVDA stock.,https://finnhub.io/api/news?id=c729b786a0d770731a3dc5872634815167be76da591d5d3544761e570f1295ee
GOOGL,2025-03-04 14:01:32,Alphabet: Google Cloud Is Taking Market Share From AWS And Azure,SeekingAlpha,"Discover how Google Cloud leads in custom silicon and gained market share in 2024, outpacing rivals in AI advancements. Explore more details here.",https://finnhub.io/api/news?id=e7553ae9ee46efd7337d1076bf74e9372bfb0cebdaae1c63a3d56a4955c5545d
GOOGL,2025-03-04 12:50:47,Alphabet: The Risk Of Google Search Disruption By AI-Chatbots,SeekingAlpha,"Alphabet's dependence on Google Search faces AI disruption. Learn how competition, regulatory risks, and lagging AI efforts impact its future.",https://finnhub.io/api/news?id=fc917fefa5d48b2b3c8cdf8d8d21838381f93beb04b3f562122ade4a7dba8ccc
GOOGL,2025-03-04 11:12:00,First Eagle U.S. Value Fund Q4 2024 Commentary,SeekingAlpha,,https://finnhub.io/api/news?id=44cfe302301cfb0f31285a3e38c73880826197fab4cd120f34607ed27c8e9f8e
GOOGL,2025-03-04 08:08:22,"Alphabet's Future Brighter Than Big Tech Alternatives, Think Waymo/Willow (Rating Upgrade)",SeekingAlpha,Waymo's autonomous driving technology is showing significant safety improvements over human drivers. Read why GOOG stock is a unique growth-oriented Big Tech giant.,https://finnhub.io/api/news?id=8eed409efd4f4315b6876a613bbda71e26ead48fc8d418af8a300c6f6aa74dc1
GOOGL,2025-03-04 03:32:53,WEBL: Outsized Gains For Tech-Focused Swing Trading,SeekingAlpha,"WEBL, a triple leveraged ETF, may be a smart short-term investment. Read here for an update on top tech holdings and timing tips for maximizing gains.",https://finnhub.io/api/news?id=106bb2abe030c612a4c19319ba76235ab78d83c10a909f66e3da294bdfc98e16
GOOGL,2025-03-03 22:15:24,Opera Limited: A Lot Of Unlocked Potential,SeekingAlpha,"Discover why Opera Limited (OPRA) stock remains a strong 'Buy,' backed by 29% YoY revenue growth, AI expansion, & significant upside potential. Read the latest earnings report here.",https://finnhub.io/api/news?id=bd8b900ad83e058ec7b7c663e0bf5f995d1d6553fdab16a20750ae6bafdd8f3b
GOOGL,2025-03-03 20:12:23,"It's not just 'Magnificent Seven' stocks that are falling. Bonds are selling off, too.",MarketWatch,"It's not just 'Magnificent Seven' stocks that are falling. Bonds are selling off, too.",https://finnhub.io/api/news?id=a8807dda0a689a1fb061d77bdbf9aeeb1d57d49b5673cd962c61ad24c41fb3ae
GOOGL,2025-03-03 16:59:00,AppLovin Bounces Back. More Cash Is Ready for Stock Buybacks.,MarketWatch,AppLovin Bounces Back. More Cash Is Ready for Stock Buybacks.,https://finnhub.io/api/news?id=b72e661ab77801a955548f0befb48c5e2b462c93853a48eaa6cad053b28e924a
GOOGL,2025-03-03 12:42:00,Nvidia Stock: Deep Q4 Earnings Call Analysis Shows Shareholder Security,SeekingAlpha,"Nvidia Corporation's AI dominance expands as sovereign AI, automation, and efficiency trends emerge. Check out my NVDA stock Q4 update.",https://finnhub.io/api/news?id=724930a9d3753ca135a740824d6b7fe28a6af6abae9ffc93d6d30403f7ed3140
GOOGL,2025-03-03 11:30:00,Google’s New Tech Means Video Calls May Not Be the Death of Us After All,DowJones,Google’s New Tech Means Video Calls May Not Be the Death of Us After All,https://finnhub.io/api/news?id=198905d1f8f52d9ac55d4d3d3e7f8a31049d73946f891e243f5d2859bfa2d898
GOOGL,2025-03-03 05:26:58,Tracking George Soros's 13F Portfolio - Q4 2024 Update,SeekingAlpha,George Soros's 13F portfolio value decreased to $6.65B with 190 positions. Click here for a detailed analysis.,https://finnhub.io/api/news?id=63cecf62fd0d3c120f6a414dd5957f713005ca65fff2257e4947dca2edf77791
GOOGL,2025-03-02 18:31:09,Alphabet: I Am Buying The Dip As Their AI Efforts Are Gaining Traction,SeekingAlpha,Alphabetâs strong Q4 results and AI progress suggest a market opportunity. Read why GOOG stock is undervalued despite concerns over AI Capex.,https://finnhub.io/api/news?id=00c710ebd3fa5ce97fce7aeff59f7f6a9d29a70ab3f26382f3aa637d7e53bfff
GOOGL,2025-03-02 15:40:18,Meta's AI Revenue Boost Seen Bigger Than Alphabet. Is Google Stock A Buy Or Sell?,DowJones,Meta's AI Revenue Boost Seen Bigger Than Alphabet. Is Google Stock A Buy Or Sell?,https://finnhub.io/api/news?id=121388132e2afbfa0c41b99906c4ca829100ae2092741c0ca9f0d49068d1024d
GOOGL,2025-03-02 09:00:00,This AI Trend Will Be the Hot Topic at World’s Biggest Smartphone Event,MarketWatch,This AI Trend Will Be the Hot Topic at World’s Biggest Smartphone Event,https://finnhub.io/api/news?id=225cdc2ad48c0dc575b60b10b737165235fd567fe9c8cb00475e1ee5a0e2f463
GOOGL,2025-03-01 13:35:00,7 Stocks I'm Buying As The U.S. Economy Starts To Crack,SeekingAlpha,"Explore nonpartisan investment insights, REIT opportunities, and defensive strategies amid economic risks.",https://finnhub.io/api/news?id=29afacef1cfe39035c00ce4fbbf881fc0062866511e853bf46b9fdb630070b37
GOOGL,2025-03-01 07:22:23,Apple's $500B Investment Plan Might Lead To Lower Buybacks And Margins,SeekingAlpha,"Apple's $500B plan may pressure margins, reduce buybacks, and hurt shareholder returns. Read here to know why we are bearish on AAPL stock.",https://finnhub.io/api/news?id=4d8e8ac16a0ca81c24396f63c33e180db19259cd568bf113c2b96659e678360d
GOOGL,2025-03-01 06:27:43,Broadcom: Must Hold Until Correction Stops,SeekingAlpha,"Broadcom (AVGO) is a 'hold' despite AI-driven growth. Read here for more on valuation concerns, market risks, and AVGO stock's role in AI chip supply.",https://finnhub.io/api/news?id=84b35f67f6c9e06814fddb8a51bb51162d9614c2229209b82d0ccb1eeecc5c9c
