symbol,datetime,headline,source,summary,url
AAPL,2025-03-06 13:57:00,Alibaba Stock Is Rising. The China AI Spotlight Is Shifting From DeepSeek.,MarketWatch,Alibaba Stock Is Rising. The China AI Spotlight Is Shifting From DeepSeek.,https://finnhub.io/api/news?id=c58388dc0fb8d68f23020aad56a2cec3d738ceaaf1308428d5c764b759f1a803
AAPL,2025-03-06 09:49:11,TECL Represents Swing Trading Opportunities In Volatile Markets,SeekingAlpha,TECL is a triple leveraged ETF tracking Technology Select Sector index. Read why TECL is recommended for traders with high-risk appetites and short time horizons.,https://finnhub.io/api/news?id=1de4f24f6e5053847ef7454fd3b116adf4898d281f481984e19d215ebda034df
AAPL,2025-03-06 07:30:33,Tesla: February Numbers Continue To Be Frightful,SeekingAlpha,"Tesla is facing big headwinds in international business, which contributed over 50% of total sales in the recent fiscal year. Read why TSLA stock is a Sell.",https://finnhub.io/api/news?id=fe953ff62c0d804e8d19be0ec5cad3a6d55aebaf360952ee9728449755384fc8
AAPL,2025-03-06 00:30:00,CDT Insider Sentiment February 2025: Tariff Paralysis,SeekingAlpha,"President Trump promised a radical approach to trade policy during his campaign, and he has delivered.",https://finnhub.io/api/news?id=69ff694d689b049731aa118c0b989ab7cde04b689c493e267b2c6c81a2b3bbd8
AAPL,2025-03-05 21:39:00,Now We Know Why Warren Buffett Has Been Selling Stocks,MarketWatch,Now We Know Why Warren Buffett Has Been Selling Stocks,https://finnhub.io/api/news?id=3e2cb705170f14903f413b0e719c3074e0694dd4ba7c5ad7e1b3e8a64b7f662f
AAPL,2025-03-05 18:28:00,The Global Growth Engine: 2025 And Beyond,SeekingAlpha,"Going into 2025, the PGM remains strong, with the potential for other regions to start closing the gap with the United States. Click to read.",https://finnhub.io/api/news?id=a9b384deb1ae51345c2d590cb8c406263c38ddf744b4c758a3ea58e7e0daed9e
AAPL,2025-03-05 16:24:47,"FTEC: Buy The Tech Correction, NVIDIA Events On Tap (Rating Upgrade)",SeekingAlpha,"FTEC, with $12.5 billion AUM, has a low expense ratio and focuses on large-cap growth stocks like Apple, NVIDIA, and Microsoft, which are key for its performance. Read more here.",https://finnhub.io/api/news?id=61bcc9fd040d2749f9c54f8b37aa13edf7c4eac84f8e3309c6cfe57e245d7229
AAPL,2025-03-05 15:18:10,"YouTube brings cheaper subscription tier to US with no ads, except for music",Finnhub,"Alphabet's YouTube on Wednesday rolled out a $7.99 monthly subscription service that is ad-free for most videos, except music, to create a plan to compete more directly with offerings from Netflix and...",https://finnhub.io/api/news?id=37deb11a3ed0994ac71cc73ebee77eb74223f83ad0a70037b6acd94ed1293350
AAPL,2025-03-05 14:37:06,"Apple reveals M3 Ultra, taking Apple silicon to a new extreme",Finnhub,"The new chip delivers up to 2.6x the performance of M1 Ultra, along with Thunderbolt 5 connectivity and support for more than half a terabyte of unified memory — the most ever in a personal...",https://finnhub.io/api/news?id=8dd791f5faa464a759ec9c616e782b0f23b1236466c1265ef77fe66cd0fa3eb5
AAPL,2025-03-05 14:37:05,"Apple unveils new Mac Studio, the most powerful Mac ever, featuring M4 Max and new M3 Ultra",Finnhub,"With Thunderbolt 5, up to 512GB of unified memory, and an up to 16TB SSD, all in a compact design, the ultimate pro desktop delivers even more performance...",https://finnhub.io/api/news?id=c538442bfe85325e494a14dc37ec43d7187d4f448b691763c5b2bb1cc326c65d
AAPL,2025-03-05 14:35:43,Apple launches new MacBook Air models with latest M4 chip,Finnhub,"Apple on Wednesday unveiled new MacBook Air models, which runs on its AI-focused M4 chip enabling Apple Intelligence features, as it looks to persuade customers to upgrade their devices and spur...",https://finnhub.io/api/news?id=0fdb244481447f663c6b3b4b5a256c2fec4b7943bef2876cbf804e18d1854ee4
AAPL,2025-03-05 14:35:03,"Apple introduces the new MacBook Air with the soaring performance of the M4 chip, a gorgeous new sky blue color, and a lower starting price of $999",Finnhub,"The world’s most popular laptop delivers more value than ever with greater performance, up to 18 hours of battery life, a 12MP Center Stage camera, and enhanced external display support — all in...",https://finnhub.io/api/news?id=a0be7c4366a92d87501373b7474ac612bbe890b66f5e4c32d3c31659c599120d
AAPL,2025-03-05 12:40:12,Apple iOS 18.1: The Ethics Of Recording Cell Phone Calls,Finnhub,"In fall 2024, Apple introduced a groundbreaking feature of iOS 18.1 that simplifies call and FaceTime video call recording while prioritizing user privacy and convenience. You can now record any...",https://finnhub.io/api/news?id=f1929865b77da4867345e4d040486c3b270f5013c217db1efa0668d1a7da5827
AAPL,2025-03-05 12:30:00,The Two Option ETFs That I'd Buy And Hold Forever,SeekingAlpha,Option ETFs benefit from market volatility by collecting higher premiums. Check out why JEPQ and GPIX are recommended as core positions.,https://finnhub.io/api/news?id=2e422c429a89d8696d44bad9ed9b68ef7b7a87da68b107efbef03378e3228546
AAPL,2025-03-05 10:30:00,Digital Economy And AI Reflected In The Data Center,SeekingAlpha,Data centers are central to the AI revolution. See why investment in digital infrastructure and energy is a long-term opportunity.,https://finnhub.io/api/news?id=26f4932b44248a7ad5a986620f98fa216aa917708da7cdd59215fabd21131f2e
AAPL,2025-03-05 01:33:41,Tracking Dan Loeb's Third Point Portfolio - Q4 2024 Update,SeekingAlpha,"Dan Loeb's Third Point 13F reveals portfolio shifts, new stakes, and top holdings. Portfolio value slightly increased to $7.44B. Read more on the portfolio here.",https://finnhub.io/api/news?id=b6232238b38664ce77ea09c0dbeb498e61c44a3bef5e48ec33e8e089231359b5
AAPL,2025-03-05 00:52:19,Broadcom Q1 Preview: Real Trade War Threats,SeekingAlpha,Broadcom's heavy reliance on Apple and China poses substantial risks to future revenues. Read more to see why AVGO stock is a Strong Sell.,https://finnhub.io/api/news?id=0885e779ed9aa69d5f3fb8b0bd6663c3567cd6947120a41c656385b4404cb9c3
AAPL,2025-03-04 23:05:09,"TSMC Stock: If You Were Waiting For A Discount, Here It Is",SeekingAlpha,TSMC maintains a dominant position in the high end of the semiconductor sector that looks rock solid. Click here to find out why TSM stock is a Strong Buy.,https://finnhub.io/api/news?id=e3f22774a7d1871a8f1a71f1c187431a382061ee55659e799198c01039a0a059
AAPL,2025-03-04 20:20:00,The Trump Put Is Dead. Tariffs Were the Fatal Blow.,MarketWatch,The Trump Put Is Dead. Tariffs Were the Fatal Blow.,https://finnhub.io/api/news?id=44a99bcf7bad458d1d5c3800deb9fc9b91d5d66e27fbbe2cc95e82cb2061554c
AAPL,2025-03-04 19:28:00,China Hits Back After Latest U.S. Tariffs—but Softly,MarketWatch,China Hits Back After Latest U.S. Tariffs—but Softly,https://finnhub.io/api/news?id=40cb589284507495195e7c4294815b8734d36eb0f80920e8bb11643103726bde
AAPL,2025-03-04 18:26:00,Apple Launches New iPads at ‘Value’ Price as Tariffs Arrive,MarketWatch,Apple Launches New iPads at ‘Value’ Price as Tariffs Arrive,https://finnhub.io/api/news?id=36fe1a0e46e8eabf837e5d150010b42174c33545fd014017ce9c11244bd0cc6e
AAPL,2025-03-04 18:22:19,Nvidia Corporation: Bulls Finally Unable To 'Bear' The Pressure?,SeekingAlpha,Nvidia Corporation's stock valuation faces risks amid competition and supply challenges. Click here to find out why NVDA stock is a Strong Sell.,https://finnhub.io/api/news?id=ae5aa5eca9982c421e16e56b732547b0976be130251a97f255131db72fe5a381
AAPL,2025-03-04 10:44:00,Nvidia Stock Steadies After Tariff Tumble. This Is the Next Threat to the AI Trade.,MarketWatch,Nvidia Stock Steadies After Tariff Tumble. This Is the Next Threat to the AI Trade.,https://finnhub.io/api/news?id=48ea57ed25a26cd7bbc1699a546c05d1fbc194a4bd23223e901f128e97c63353
AAPL,2025-03-04 17:10:40,Big Tech ETF deepens losses as tariff worries pressure U.S. stock market,MarketWatch,Big Tech ETF deepens losses as tariff worries pressure U.S. stock market,https://finnhub.io/api/news?id=1e341f2e48dcde6b70f15ea53183e3982c238f2d9d01fa154145e981ebf9aa00
AAPL,2025-03-04 16:47:00,When Do You Sell A Winner? - January Dividend Income Report,SeekingAlpha,Starbucks reported better-than-expected results despite a double-digit declining EPS and flat revenue. Click to read.,https://finnhub.io/api/news?id=daa1ab421ce4c6b22f328d690d0e3f775de8c4ab55f31751658795acf56e9309
AAPL,2025-03-04 15:25:00,TSMC Faces Pressure to Keep Some Chip Tech in Taiwan. What That Means for Intel.,MarketWatch,TSMC Faces Pressure to Keep Some Chip Tech in Taiwan. What That Means for Intel.,https://finnhub.io/api/news?id=0496801ba39af6398a96e03472d3bdf2fb748b5893e2002f5940c14303c7f530
AAPL,2025-03-04 14:43:03,Apple introduces iPad Air with powerful M3 chip and new Magic Keyboard,Finnhub,"Apple® today introduced the faster, more powerful iPad Air® with the M3 chip and built for Apple Intelligence™. iPad Air with M3 brings Apple’s advanced graphics architecture to iPad Air for the...",https://finnhub.io/api/news?id=10e555f035803ab4444e2ca2c295d55dc1310e0dd69239f1c861bd5de81fa99c
AAPL,2025-03-04 14:36:13,Apple launches new iPad Air with AI features to stoke demand,Finnhub,"Apple launched new versions of its mid-priced iPad Air on Tuesday, with an M3 chip and advanced artificial intelligence capabilities, as it looks to attract customers into upgrading their devices. ...",https://finnhub.io/api/news?id=caec09c95befd653de19b7cb1dd157d270f4f7a0ce70f7042faac6d9a7e688d8
AAPL,2025-03-04 14:15:54,"Trump Tariffs Update: Mexico, Canada, China Shots Fired; Here's The Impact As S&P 500 Slides",DowJones,"Trump Tariffs Update: Mexico, Canada, China Shots Fired; Here's The Impact As S&P 500 Slides",https://finnhub.io/api/news?id=1ef5deca81f803c8e912c2bf0d073b8b38aac4c830a55773d74dee29339f4b84
AAPL,2025-03-04 13:30:00,Apple: This Valuation Exercise Supports A Buy,SeekingAlpha,"Many analysts underappreciate Apple's services segment, which alone is worth $2 trillion, in my view. Read why AAPL stock is worth holding long-term.",https://finnhub.io/api/news?id=fc75fd081ede7bac3124f14005c9a1c063212846c6cc91581c6ffb403ffcd7a8
AAPL,2025-03-04 12:42:00,Tariffs Catch Traders Off Guard. Why Stock Markets Are Still Misjudging Trump and 5 Other Things to Know Today.,MarketWatch,Tariffs Catch Traders Off Guard. Why Stock Markets Are Still Misjudging Trump and 5 Other Things to Know Today.,https://finnhub.io/api/news?id=1414c07cc69dee9ccd72748ae2cef599593b898bbb868a05f95e9ab564f15df7
AAPL,2025-03-04 12:35:00,The Best AI Investment Today: My Top Picks,SeekingAlpha,The AI boom is just getting started. Check out these five stocks that are positioned to profit from it in an overlooked sector.,https://finnhub.io/api/news?id=4b129b8e072c0a2af4a20e2ee637b92212242839e4f6f03dede5b6d96e097258
AAPL,2025-03-04 08:08:22,"Alphabet's Future Brighter Than Big Tech Alternatives, Think Waymo/Willow (Rating Upgrade)",SeekingAlpha,Waymo's autonomous driving technology is showing significant safety improvements over human drivers. Read why GOOG stock is a unique growth-oriented Big Tech giant.,https://finnhub.io/api/news?id=8eed409efd4f4315b6876a613bbda71e26ead48fc8d418af8a300c6f6aa74dc1
AAPL,2025-03-04 06:12:53,Top 50 High-Quality Dividend Stocks For March 2025,SeekingAlpha,Read here for nine attractively valued dividend stocks with detailed analysis and unique valuations. Stay ahead in 2025's market with expert insights.,https://finnhub.io/api/news?id=f1fd84764364d70ffd5f4581ba18b970e5cd587e629c6b6f93842680c8e41c2b
AAPL,2025-03-04 01:30:00,Apple: $500 Billion Problem,SeekingAlpha,"Apple's $500B U.S. investment falls short on innovation, especially in AI. AAPL stock trades at rich valuations despite limited growth. See more here.",https://finnhub.io/api/news?id=4f308bf114bc1b805620331b521c56d2706a732578455dc3ab92ff3c20e69b4e
AAPL,2025-03-03 23:32:00,Trump says TSMC will spend $100 billion to expand chip manufacturing in U.S.,MarketWatch,Trump says TSMC will spend $100 billion to expand chip manufacturing in U.S.,https://finnhub.io/api/news?id=21f7b78aa1bacf9bfaef53afaef91e5edd39b5dfd6d6feab3794459066807849
AAPL,2025-03-03 22:18:44,"Berkshire Hathaway: Buffett Sells Banks, Buys Beer And Pizza As Economic Indicators Worsen",SeekingAlpha,Warren Buffett has sold record amounts of stock over the past 18 months but hasn't given the public much information as to why. Read more on the inflation-resistant picks made by Berkshire.,https://finnhub.io/api/news?id=d5c36dadbf3c9c1f9f431d5a66fd49eddf98b7c1b95ac4f6f894ec8dd5fd7ff6
AAPL,2025-03-03 20:26:22,"Giant chipmaker TSMC to spend $100B to expand chip manufacturing in US, Trump announces",Finnhub,"WASHINGTON — Chip giant Taiwan Semiconductor Manufacturing Co. plans to invest a $100 billion in the United States, President Donald Trump announced Monday as he appeared with the company's head at...",https://finnhub.io/api/news?id=d1f8a7ad0dd20b84341721f6db4b802e5143b6f7dead66fbfde2dbb40049404a
AAPL,2025-03-03 20:12:23,"It's not just 'Magnificent Seven' stocks that are falling. Bonds are selling off, too.",MarketWatch,"It's not just 'Magnificent Seven' stocks that are falling. Bonds are selling off, too.",https://finnhub.io/api/news?id=a8807dda0a689a1fb061d77bdbf9aeeb1d57d49b5673cd962c61ad24c41fb3ae
AAPL,2025-03-03 18:51:42,"Magnificent Seven Stocks: Nvidia Dives, Tesla Reverses Sharply Lower",DowJones,"Magnificent Seven Stocks: Nvidia Dives, Tesla Reverses Sharply Lower",https://finnhub.io/api/news?id=e9c2a85afc1aad336c33091e00391a3b60ecaaf45417f79aee341242437ccd04
AAPL,2025-03-03 18:00:15,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,DowJones,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,https://finnhub.io/api/news?id=702f61f60a3fbe6290f508f0d01ee14337702a347ae2804939577a676690ab1f
AAPL,2025-03-03 17:48:07,Trump to make investment announcement as he meets with CEO of Taiwan giant chipmaker TSMC,Finnhub,"WASHINGTON — President Donald Trump is due to announce Monday that chip giant Taiwan Semiconductor Manufacturing Co. plans to invest $100 billion in the United States, according to a person...",https://finnhub.io/api/news?id=c795f2f836dd4aca96177446216337df8b029b7163c7c03c2e7e38641de5732b
AAPL,2025-03-03 17:36:00,Qualcomm Faces Life After Apple. This Is How It Is Striking Back.,MarketWatch,Qualcomm Faces Life After Apple. This Is How It Is Striking Back.,https://finnhub.io/api/news?id=5bd3dc869ce2ee2efa477382965028b41e21362ba01a53f65d03dbc08c3785c6
AAPL,2025-03-03 16:59:00,AppLovin Bounces Back. More Cash Is Ready for Stock Buybacks.,MarketWatch,AppLovin Bounces Back. More Cash Is Ready for Stock Buybacks.,https://finnhub.io/api/news?id=b72e661ab77801a955548f0befb48c5e2b462c93853a48eaa6cad053b28e924a
AAPL,2025-03-03 15:15:00,Elon Musk Made a Big Prediction About Tesla. What History Says Happens to the Stock Next.,MarketWatch,Elon Musk Made a Big Prediction About Tesla. What History Says Happens to the Stock Next.,https://finnhub.io/api/news?id=bc13970958c96ed288baef93dce717d3ae5f117063f4bc5788c4600dc016e580
AAPL,2025-03-03 12:57:31,Total Return Breakouts: Highest Negative Momentum Since 2022 In Next Rotation Stage,SeekingAlpha,"The Magnificent 7 underperform amid market rotation. Learn why timing is crucial, with active trading and diversifying into bonds or bitcoin for better results.",https://finnhub.io/api/news?id=33168d9ba3104ee02fb55713aedfa5713ebe0ab8a3a95bdcdcdec71fc9de0110
AAPL,2025-03-03 12:30:00,Apple: What The iPhone 16e Spells For The Stock,SeekingAlpha,"Apple's revolutionary iPhone 16e delivers substantial upgrades over SE 3, featuring the crucial A18 chip. Read why we're cautiously optimistic on AAPL stock.",https://finnhub.io/api/news?id=b021753ab7166664220f5dd1b71bf1ed14162997a4a6cc5822d87694273aeed7
AAPL,2025-03-03 08:40:00,Greenhaven Road Capital Main Fund Q4 2024 Investor Letter,SeekingAlpha,The Greenhaven Road Capital Main Fund returned ~13% during the quarter and ended up more than 27% for the full year. Click here to read the full commentary. ,https://finnhub.io/api/news?id=3c5cfe86a49591dfc062307a3575a1e31653264bcc84a5077325c7a2137bbe35
AAPL,2025-03-02 13:30:00,Trump Tariff Threats Have Turned the Stock Market’s Winners and Losers Upside Down,DowJones,Trump Tariff Threats Have Turned the Stock Market’s Winners and Losers Upside Down,https://finnhub.io/api/news?id=9d44ca6694f849eb4ab9863d745c12e5c188919297bde6b87138137eba6a6d8f
AAPL,2025-03-01 15:30:00,"Texas Is the Low-Cost, High-Reward Darling of Big Tech",DowJones,"Texas Is the Low-Cost, High-Reward Darling of Big Tech",https://finnhub.io/api/news?id=51782290be9bbf7906d63cd6e8656547a2407fe3bb63565b93085565f6e86b49
AAPL,2025-03-01 07:22:23,Apple's $500B Investment Plan Might Lead To Lower Buybacks And Margins,SeekingAlpha,"Apple's $500B plan may pressure margins, reduce buybacks, and hurt shareholder returns. Read here to know why we are bearish on AAPL stock.",https://finnhub.io/api/news?id=4d8e8ac16a0ca81c24396f63c33e180db19259cd568bf113c2b96659e678360d
